gene,accession,condition
Nptn,Acc3,Obesity/GLP-1R
Npy,Acc3,Obesity/GLP-1R
Npy1r,Acc3,Obesity/GLP-1R
Npy2r,Acc3,Obesity/GLP-1R
Npy5r,Acc3,Obesity/GLP-1R
Nr1d2,Acc3,Obesity/GLP-1R
Nr1h3,Acc3,Obesity/GLP-1R
Nr2c2,Acc3,Obesity/GLP-1R
Nr2f2,Acc3,Obesity/GLP-1R
Nr3c1,Acc3,Obesity/GLP-1R
Nr3c2,Acc3,Obesity/GLP-1R
Nr4a3,Acc3,Obesity/GLP-1R
Nradd,Acc3,Obesity/GLP-1R
Nras,Acc3,Obesity/GLP-1R
Nrcam,Acc3,Obesity/GLP-1R
Nrg1,Acc3,Obesity/GLP-1R
Nrgn,Acc3,Obesity/GLP-1R
Nrip1,Acc3,Obesity/GLP-1R
Nrros,Acc3,Obesity/GLP-1R
Nrsn2,Acc3,Obesity/GLP-1R
Nrxn1,Acc3,Obesity/GLP-1R
Nrxn2,Acc3,Obesity/GLP-1R
Nsd2,Acc3,Obesity/GLP-1R
Nsfl1c,Acc3,Obesity/GLP-1R
Nsrp1,Acc3,Obesity/GLP-1R
Nsun3,Acc3,Obesity/GLP-1R
Nt5c,Acc3,Obesity/GLP-1R
Nt5c1a,Acc3,Obesity/GLP-1R
Nt5c3,Acc3,Obesity/GLP-1R
Nt5e,Acc3,Obesity/GLP-1R
Ntrk2,Acc3,Obesity/GLP-1R
Nts,Acc3,Obesity/GLP-1R
Nucb1,Acc3,Obesity/GLP-1R
Nucb2,Acc3,Obesity/GLP-1R
Nucks1,Acc3,Obesity/GLP-1R
Nudc,Acc3,Obesity/GLP-1R
Nudcd1,Acc3,Obesity/GLP-1R
Nudt1,Acc3,Obesity/GLP-1R
Nudt12,Acc3,Obesity/GLP-1R
Nudt16l1,Acc3,Obesity/GLP-1R
Nudt17,Acc3,Obesity/GLP-1R
Nudt21,Acc3,Obesity/GLP-1R
Nudt22,Acc3,Obesity/GLP-1R
Nudt4,Acc3,Obesity/GLP-1R
Nudt5,Acc3,Obesity/GLP-1R
Nufip2,Acc3,Obesity/GLP-1R
Nup155,Acc3,Obesity/GLP-1R
Nup160,Acc3,Obesity/GLP-1R
Nup214,Acc3,Obesity/GLP-1R
Nup35,Acc3,Obesity/GLP-1R
Nus1,Acc3,Obesity/GLP-1R
Nxn,Acc3,Obesity/GLP-1R
Nxpe4,Acc3,Obesity/GLP-1R
Nxph4,Acc3,Obesity/GLP-1R
Nxt2,Acc3,Obesity/GLP-1R
Nyap2,Acc3,Obesity/GLP-1R
Ocln,Acc3,Obesity/GLP-1R
Odad4,Acc3,Obesity/GLP-1R
Odf2l,Acc3,Obesity/GLP-1R
Ogdh,Acc3,Obesity/GLP-1R
Ogt,Acc3,Obesity/GLP-1R
Olfm3,Acc3,Obesity/GLP-1R
Olfml1,Acc3,Obesity/GLP-1R
Olfml3,Acc3,Obesity/GLP-1R
Opa1,Acc3,Obesity/GLP-1R
Opalin,Acc3,Obesity/GLP-1R
Opcml,Acc3,Obesity/GLP-1R
Opn3,Acc3,Obesity/GLP-1R
Oprd1,Acc3,Obesity/GLP-1R
Oprm1,Acc3,Obesity/GLP-1R
Orc2,Acc3,Obesity/GLP-1R
Orc4,Acc3,Obesity/GLP-1R
Orc5,Acc3,Obesity/GLP-1R
Orc6,Acc3,Obesity/GLP-1R
Ormdl1,Acc3,Obesity/GLP-1R
Os9,Acc3,Obesity/GLP-1R
Osbp2,Acc3,Obesity/GLP-1R
Osbpl8,Acc3,Obesity/GLP-1R
Osgin2,Acc3,Obesity/GLP-1R
Ostm1,Acc3,Obesity/GLP-1R
Otud1,Acc3,Obesity/GLP-1R
Otud3,Acc3,Obesity/GLP-1R
Otud4,Acc3,Obesity/GLP-1R
Otud7a,Acc3,Obesity/GLP-1R
Oxr1,Acc3,Obesity/GLP-1R
P2rx7,Acc3,Obesity/GLP-1R
P2ry1,Acc3,Obesity/GLP-1R
P2ry12,Acc3,Obesity/GLP-1R
P2ry13,Acc3,Obesity/GLP-1R
P3h2,Acc3,Obesity/GLP-1R
P3h3,Acc3,Obesity/GLP-1R
P4ha1,Acc3,Obesity/GLP-1R
Pabir2,Acc3,Obesity/GLP-1R
Padi2,Acc3,Obesity/GLP-1R
Paf1,Acc3,Obesity/GLP-1R
Pafah1b1,Acc3,Obesity/GLP-1R
Pafah1b3,Acc3,Obesity/GLP-1R
Pagr1a,Acc3,Obesity/GLP-1R
Paip1,Acc3,Obesity/GLP-1R
Palm,Acc3,Obesity/GLP-1R
Pals1,Acc3,Obesity/GLP-1R
Pam16,Acc3,Obesity/GLP-1R
Pank1,Acc3,Obesity/GLP-1R
Pank3,Acc3,Obesity/GLP-1R
Panx2,Acc3,Obesity/GLP-1R
Papola,Acc3,Obesity/GLP-1R
Papolg,Acc3,Obesity/GLP-1R
Papss2,Acc3,Obesity/GLP-1R
Paqr3,Acc3,Obesity/GLP-1R
Paqr5,Acc3,Obesity/GLP-1R
Paqr6,Acc3,Obesity/GLP-1R
Paqr8,Acc3,Obesity/GLP-1R
Pard3,Acc3,Obesity/GLP-1R
Parm1,Acc3,Obesity/GLP-1R
Paxx,Acc3,Obesity/GLP-1R
Pbrm1,Acc3,Obesity/GLP-1R
Pbx4,Acc3,Obesity/GLP-1R
Pbxip1,Acc3,Obesity/GLP-1R
Pcbd2,Acc3,Obesity/GLP-1R
Pcdh10,Acc3,Obesity/GLP-1R
Pcdh11x,Acc3,Obesity/GLP-1R
Pcdh17,Acc3,Obesity/GLP-1R
Pcdh19,Acc3,Obesity/GLP-1R
Pcdh7,Acc3,Obesity/GLP-1R
Pcdh9,Acc3,Obesity/GLP-1R
Pcdhb12,Acc3,Obesity/GLP-1R
Pcdhb16,Acc3,Obesity/GLP-1R
Pcdhb18,Acc3,Obesity/GLP-1R
Pcdhb19,Acc3,Obesity/GLP-1R
Pcdhb2,Acc3,Obesity/GLP-1R
Pcdhb21,Acc3,Obesity/GLP-1R
Pcdhb9,Acc3,Obesity/GLP-1R
Pcdhgc4,Acc3,Obesity/GLP-1R
Pced1a,Acc3,Obesity/GLP-1R
Pced1b,Acc3,Obesity/GLP-1R
Pcgf2,Acc3,Obesity/GLP-1R
Pcgf5,Acc3,Obesity/GLP-1R
Pcgf6,Acc3,Obesity/GLP-1R
Pclo,Acc3,Obesity/GLP-1R
Pcm1,Acc3,Obesity/GLP-1R
Pcmtd1,Acc3,Obesity/GLP-1R
Pcmtd2,Acc3,Obesity/GLP-1R
Pcnx1,Acc3,Obesity/GLP-1R
Pcnx2,Acc3,Obesity/GLP-1R
Pcsk1n,Acc3,Obesity/GLP-1R
Pcsk6,Acc3,Obesity/GLP-1R
Pcx,Acc3,Obesity/GLP-1R
Pcyt1a,Acc3,Obesity/GLP-1R
Pdap1,Acc3,Obesity/GLP-1R
Pdcd10,Acc3,Obesity/GLP-1R
Pdcl,Acc3,Obesity/GLP-1R
Pde10a,Acc3,Obesity/GLP-1R
Pde12,Acc3,Obesity/GLP-1R
Pde3b,Acc3,Obesity/GLP-1R
Pde4d,Acc3,Obesity/GLP-1R
Pde7b,Acc3,Obesity/GLP-1R
Pde8b,Acc3,Obesity/GLP-1R
Pdik1l,Acc3,Obesity/GLP-1R
Pdk2,Acc3,Obesity/GLP-1R
Pdk3,Acc3,Obesity/GLP-1R
Pdk4,Acc3,Obesity/GLP-1R
Pdlim7,Acc3,Obesity/GLP-1R
Pdpk1,Acc3,Obesity/GLP-1R
Pdpr,Acc3,Obesity/GLP-1R
Pds5b,Acc3,Obesity/GLP-1R
Pdzd2,Acc3,Obesity/GLP-1R
Pecam1,Acc3,Obesity/GLP-1R
Peg3,Acc3,Obesity/GLP-1R
Pemt,Acc3,Obesity/GLP-1R
Per1,Acc3,Obesity/GLP-1R
Pex13,Acc3,Obesity/GLP-1R
Pex3,Acc3,Obesity/GLP-1R
Pex5l,Acc3,Obesity/GLP-1R
Pfdn2,Acc3,Obesity/GLP-1R
Pfdn5,Acc3,Obesity/GLP-1R
Pfdn6,Acc3,Obesity/GLP-1R
Pfkfb2,Acc3,Obesity/GLP-1R
Pfn1,Acc3,Obesity/GLP-1R
Pfn2,Acc3,Obesity/GLP-1R
Pgam5,Acc3,Obesity/GLP-1R
Pgf,Acc3,Obesity/GLP-1R
Pgls,Acc3,Obesity/GLP-1R
Pglyrp1,Acc3,Obesity/GLP-1R
Pgm2l1,Acc3,Obesity/GLP-1R
Pgm5,Acc3,Obesity/GLP-1R
Pgr,Acc3,Obesity/GLP-1R
Phactr3,Acc3,Obesity/GLP-1R
Phf10,Acc3,Obesity/GLP-1R
Phf12,Acc3,Obesity/GLP-1R
Phf14,Acc3,Obesity/GLP-1R
Phf6,Acc3,Obesity/GLP-1R
Phip,Acc3,Obesity/GLP-1R
Phlda1,Acc3,Obesity/GLP-1R
Phlpp1,Acc3,Obesity/GLP-1R
Phtf2,Acc3,Obesity/GLP-1R
Pi4k2b,Acc3,Obesity/GLP-1R
Pias2,Acc3,Obesity/GLP-1R
Picalm,Acc3,Obesity/GLP-1R
Piga,Acc3,Obesity/GLP-1R
Pigf,Acc3,Obesity/GLP-1R
Pigg,Acc3,Obesity/GLP-1R
Pigp,Acc3,Obesity/GLP-1R
Pigt,Acc3,Obesity/GLP-1R
Pigw,Acc3,Obesity/GLP-1R
Pigyl,Acc3,Obesity/GLP-1R
Pih1d1,Acc3,Obesity/GLP-1R
Pik3c2a,Acc3,Obesity/GLP-1R
Pik3c2b,Acc3,Obesity/GLP-1R
Pik3cb,Acc3,Obesity/GLP-1R
Pik3r1,Acc3,Obesity/GLP-1R
Pik3r3,Acc3,Obesity/GLP-1R
Pik3r4,Acc3,Obesity/GLP-1R
Pikfyve,Acc3,Obesity/GLP-1R
Pip4p2,Acc3,Obesity/GLP-1R
Pipox,Acc3,Obesity/GLP-1R
Pisd-ps2,Acc3,Obesity/GLP-1R
Pitpnm2,Acc3,Obesity/GLP-1R
Pitrm1,Acc3,Obesity/GLP-1R
Pja2,Acc3,Obesity/GLP-1R
Pkd2l2,Acc3,Obesity/GLP-1R
Pkia,Acc3,Obesity/GLP-1R
Pla2g3,Acc3,Obesity/GLP-1R
Pla2g4a,Acc3,Obesity/GLP-1R
Plat,Acc3,Obesity/GLP-1R
Plcb1,Acc3,Obesity/GLP-1R
Plcb2,Acc3,Obesity/GLP-1R
Plce1,Acc3,Obesity/GLP-1R
Plcl1,Acc3,Obesity/GLP-1R
Plcxd3,Acc3,Obesity/GLP-1R
Pld1,Acc3,Obesity/GLP-1R
Plekha3,Acc3,Obesity/GLP-1R
Plekha8,Acc3,Obesity/GLP-1R
Plekhf2,Acc3,Obesity/GLP-1R
Plekhg1,Acc3,Obesity/GLP-1R
Plekhg4,Acc3,Obesity/GLP-1R
Plekhh1,Acc3,Obesity/GLP-1R
Plekhm3,Acc3,Obesity/GLP-1R
Plekho2,Acc3,Obesity/GLP-1R
Plin4,Acc3,Obesity/GLP-1R
Plk4,Acc3,Obesity/GLP-1R
Plod1,Acc3,Obesity/GLP-1R
Plod2,Acc3,Obesity/GLP-1R
Plppr3,Acc3,Obesity/GLP-1R
Plppr5,Acc3,Obesity/GLP-1R
Pls1,Acc3,Obesity/GLP-1R
Plscr4,Acc3,Obesity/GLP-1R
Plvap,Acc3,Obesity/GLP-1R
Plxdc2,Acc3,Obesity/GLP-1R
Plxna1,Acc3,Obesity/GLP-1R
Plxna2,Acc3,Obesity/GLP-1R
Plxna4,Acc3,Obesity/GLP-1R
Plxnb1,Acc3,Obesity/GLP-1R
Pmf1,Acc3,Obesity/GLP-1R
Pmvk,Acc3,Obesity/GLP-1R
Pnck,Acc3,Obesity/GLP-1R
Pnkd,Acc3,Obesity/GLP-1R
Pnma2,Acc3,Obesity/GLP-1R
Pnpla2,Acc3,Obesity/GLP-1R
Pnpla7,Acc3,Obesity/GLP-1R
Pnpt1,Acc3,Obesity/GLP-1R
Pnrc1,Acc3,Obesity/GLP-1R
Pnrc2,Acc3,Obesity/GLP-1R
Pold4,Acc3,Obesity/GLP-1R
Polr1g,Acc3,Obesity/GLP-1R
Polr1h,Acc3,Obesity/GLP-1R
Polr2a,Acc3,Obesity/GLP-1R
Polr2e,Acc3,Obesity/GLP-1R
Polr2f,Acc3,Obesity/GLP-1R
Polr2i,Acc3,Obesity/GLP-1R
Polr2j,Acc3,Obesity/GLP-1R
Polr2k,Acc3,Obesity/GLP-1R
Polr2l,Acc3,Obesity/GLP-1R
Polr3b,Acc3,Obesity/GLP-1R
Polr3d,Acc3,Obesity/GLP-1R
Polr3f,Acc3,Obesity/GLP-1R
Polr3k,Acc3,Obesity/GLP-1R
Pom121,Acc3,Obesity/GLP-1R
Pomp,Acc3,Obesity/GLP-1R
Pop5,Acc3,Obesity/GLP-1R
Por,Acc3,Obesity/GLP-1R
Pot1a,Acc3,Obesity/GLP-1R
Pou2f1,Acc3,Obesity/GLP-1R
Pou3f3,Acc3,Obesity/GLP-1R
Pou3f4,Acc3,Obesity/GLP-1R
Ppara,Acc3,Obesity/GLP-1R
Ppargc1a,Acc3,Obesity/GLP-1R
Ppargc1b,Acc3,Obesity/GLP-1R
Ppcs,Acc3,Obesity/GLP-1R
Ppie,Acc3,Obesity/GLP-1R
Ppil1,Acc3,Obesity/GLP-1R
Ppip5k2,Acc3,Obesity/GLP-1R
Ppl,Acc3,Obesity/GLP-1R
Ppm1e,Acc3,Obesity/GLP-1R
Ppm1k,Acc3,Obesity/GLP-1R
Ppm1l,Acc3,Obesity/GLP-1R
Ppp1cb,Acc3,Obesity/GLP-1R
Ppp1r11,Acc3,Obesity/GLP-1R
Ppp1r14b,Acc3,Obesity/GLP-1R
Ppp1r16b,Acc3,Obesity/GLP-1R
Ppp1r35,Acc3,Obesity/GLP-1R
Ppp1r37,Acc3,Obesity/GLP-1R
Ppp1r3g,Acc3,Obesity/GLP-1R
Ppp1r9a,Acc3,Obesity/GLP-1R
Ppp1r9b,Acc3,Obesity/GLP-1R
Ppp2r3a,Acc3,Obesity/GLP-1R
Ppp2r5b,Acc3,Obesity/GLP-1R
Ppp2r5e,Acc3,Obesity/GLP-1R
Ppp3cb,Acc3,Obesity/GLP-1R
Ppp3r1,Acc3,Obesity/GLP-1R
Ppp4r1l-ps,Acc3,Obesity/GLP-1R
Ppp4r3a,Acc3,Obesity/GLP-1R
Ppp4r3b,Acc3,Obesity/GLP-1R
Ppp6c,Acc3,Obesity/GLP-1R
Pqbp1,Acc3,Obesity/GLP-1R
Pradc1,Acc3,Obesity/GLP-1R
Prag1,Acc3,Obesity/GLP-1R
Prcc,Acc3,Obesity/GLP-1R
Prdm9,Acc3,Obesity/GLP-1R
Prdx1,Acc3,Obesity/GLP-1R
Prelp,Acc3,Obesity/GLP-1R
Prepl,Acc3,Obesity/GLP-1R
Prex2,Acc3,Obesity/GLP-1R
Prickle2,Acc3,Obesity/GLP-1R
Prkaa2,Acc3,Obesity/GLP-1R
Prkdc,Acc3,Obesity/GLP-1R
Prkrip1,Acc3,Obesity/GLP-1R
Prkx,Acc3,Obesity/GLP-1R
Prlr,Acc3,Obesity/GLP-1R
Prmt5,Acc3,Obesity/GLP-1R
Proca1,Acc3,Obesity/GLP-1R
Prodh,Acc3,Obesity/GLP-1R
Prox1,Acc3,Obesity/GLP-1R
Prpf31,Acc3,Obesity/GLP-1R
Prpf39,Acc3,Obesity/GLP-1R
Prpf4b,Acc3,Obesity/GLP-1R
Prpf8,Acc3,Obesity/GLP-1R
Prps2,Acc3,Obesity/GLP-1R
Prr12,Acc3,Obesity/GLP-1R
Prr13,Acc3,Obesity/GLP-1R
Prr14l,Acc3,Obesity/GLP-1R
Prr3,Acc3,Obesity/GLP-1R
Prr5,Acc3,Obesity/GLP-1R
Prrc1,Acc3,Obesity/GLP-1R
Prrc2a,Acc3,Obesity/GLP-1R
Prrc2b,Acc3,Obesity/GLP-1R
Prrc2c,Acc3,Obesity/GLP-1R
Prrg1,Acc3,Obesity/GLP-1R
Prrt2,Acc3,Obesity/GLP-1R
Prrx1,Acc3,Obesity/GLP-1R
Prxl2b,Acc3,Obesity/GLP-1R
Psd,Acc3,Obesity/GLP-1R
Psd3,Acc3,Obesity/GLP-1R
Psmb10,Acc3,Obesity/GLP-1R
Psmb4,Acc3,Obesity/GLP-1R
Psmc5,Acc3,Obesity/GLP-1R
Psmc6,Acc3,Obesity/GLP-1R
Psmg2,Acc3,Obesity/GLP-1R
Psmg3,Acc3,Obesity/GLP-1R
Ptbp2,Acc3,Obesity/GLP-1R
Ptbp3,Acc3,Obesity/GLP-1R
Ptch1,Acc3,Obesity/GLP-1R
Ptchd1,Acc3,Obesity/GLP-1R
Pten,Acc3,Obesity/GLP-1R
Pter,Acc3,Obesity/GLP-1R
Ptgds,Acc3,Obesity/GLP-1R
Ptger2,Acc3,Obesity/GLP-1R
Ptgfrn,Acc3,Obesity/GLP-1R
Ptgs1,Acc3,Obesity/GLP-1R
Ptp4a2,Acc3,Obesity/GLP-1R
Ptpn4,Acc3,Obesity/GLP-1R
Ptpre,Acc3,Obesity/GLP-1R
Ptprf,Acc3,Obesity/GLP-1R
Ptprj,Acc3,Obesity/GLP-1R
Ptprn2,Acc3,Obesity/GLP-1R
Ptprt,Acc3,Obesity/GLP-1R
Pum1,Acc3,Obesity/GLP-1R
Pum2,Acc3,Obesity/GLP-1R
Purg,Acc3,Obesity/GLP-1R
Pus10,Acc3,Obesity/GLP-1R
Pusl1,Acc3,Obesity/GLP-1R
Pwwp3b,Acc3,Obesity/GLP-1R
Pygl,Acc3,Obesity/GLP-1R
Pyurf,Acc3,Obesity/GLP-1R
Qdpr,Acc3,Obesity/GLP-1R
Qki,Acc3,Obesity/GLP-1R
Rab10,Acc3,Obesity/GLP-1R
Rab11a,Acc3,Obesity/GLP-1R
Rab11fip2,Acc3,Obesity/GLP-1R
Rab13,Acc3,Obesity/GLP-1R
Rab14,Acc3,Obesity/GLP-1R
Rab1a,Acc3,Obesity/GLP-1R
Rab21,Acc3,Obesity/GLP-1R
Rab27b,Acc3,Obesity/GLP-1R
Rab2a,Acc3,Obesity/GLP-1R
Rab30,Acc3,Obesity/GLP-1R
Rab33a,Acc3,Obesity/GLP-1R
Rab39,Acc3,Obesity/GLP-1R
Rab39b,Acc3,Obesity/GLP-1R
Rab3b,Acc3,Obesity/GLP-1R
Rab5a,Acc3,Obesity/GLP-1R
Rab6a,Acc3,Obesity/GLP-1R
Rab8b,Acc3,Obesity/GLP-1R
Rabgap1l,Acc3,Obesity/GLP-1R
Rabl3,Acc3,Obesity/GLP-1R
Rad1,Acc3,Obesity/GLP-1R
Rad17,Acc3,Obesity/GLP-1R
Rad51c,Acc3,Obesity/GLP-1R
Rai1,Acc3,Obesity/GLP-1R
Rai2,Acc3,Obesity/GLP-1R
Ralgapa1,Acc3,Obesity/GLP-1R
Ralgapb,Acc3,Obesity/GLP-1R
Ralgps2,Acc3,Obesity/GLP-1R
Ramp2,Acc3,Obesity/GLP-1R
Ranbp2,Acc3,Obesity/GLP-1R
Ranbp9,Acc3,Obesity/GLP-1R
Rangrf,Acc3,Obesity/GLP-1R
Rap1b,Acc3,Obesity/GLP-1R
Rap2a,Acc3,Obesity/GLP-1R
Rap2c,Acc3,Obesity/GLP-1R
Rapgef2,Acc3,Obesity/GLP-1R
Rapgef3,Acc3,Obesity/GLP-1R
Rapgef4,Acc3,Obesity/GLP-1R
Rapgef5,Acc3,Obesity/GLP-1R
Raph1,Acc3,Obesity/GLP-1R
Rasa1,Acc3,Obesity/GLP-1R
Rasa2,Acc3,Obesity/GLP-1R
Rasd1,Acc3,Obesity/GLP-1R
Rasgef1c,Acc3,Obesity/GLP-1R
Rasgrf1,Acc3,Obesity/GLP-1R
Rasgrf2,Acc3,Obesity/GLP-1R
Rassf4,Acc3,Obesity/GLP-1R
Rb1,Acc3,Obesity/GLP-1R
Rb1cc1,Acc3,Obesity/GLP-1R
Rbfox3,Acc3,Obesity/GLP-1R
Rbm12b2,Acc3,Obesity/GLP-1R
Rbm15,Acc3,Obesity/GLP-1R
Rbm17,Acc3,Obesity/GLP-1R
Rbm18,Acc3,Obesity/GLP-1R
Rbm27,Acc3,Obesity/GLP-1R
Rbm3,Acc3,Obesity/GLP-1R
Rbm38,Acc3,Obesity/GLP-1R
Rbms1,Acc3,Obesity/GLP-1R
Rbpj,Acc3,Obesity/GLP-1R
Rc3h1,Acc3,Obesity/GLP-1R
Rchy1,Acc3,Obesity/GLP-1R
Rcor3,Acc3,Obesity/GLP-1R
Reep3,Acc3,Obesity/GLP-1R
Reep6,Acc3,Obesity/GLP-1R
Rell1,Acc3,Obesity/GLP-1R
Rell2,Acc3,Obesity/GLP-1R
Reps2,Acc3,Obesity/GLP-1R
Resp18,Acc3,Obesity/GLP-1R
Retreg1,Acc3,Obesity/GLP-1R
Rex1bd,Acc3,Obesity/GLP-1R
Rexo1,Acc3,Obesity/GLP-1R
Rexo5,Acc3,Obesity/GLP-1R
Rffl,Acc3,Obesity/GLP-1R
Rfk,Acc3,Obesity/GLP-1R
Rflnb,Acc3,Obesity/GLP-1R
Rfx1,Acc3,Obesity/GLP-1R
Rfx3,Acc3,Obesity/GLP-1R
Rfx7,Acc3,Obesity/GLP-1R
Rgcc,Acc3,Obesity/GLP-1R
Rgl2,Acc3,Obesity/GLP-1R
Rgs10,Acc3,Obesity/GLP-1R
Rgs11,Acc3,Obesity/GLP-1R
Rgs12,Acc3,Obesity/GLP-1R
Rgs17,Acc3,Obesity/GLP-1R
Rgs5,Acc3,Obesity/GLP-1R
Rgs6,Acc3,Obesity/GLP-1R
Rgs9,Acc3,Obesity/GLP-1R
Rhbdf1,Acc3,Obesity/GLP-1R
Rheb,Acc3,Obesity/GLP-1R
Rhobtb3,Acc3,Obesity/GLP-1R
Rhoj,Acc3,Obesity/GLP-1R
Rhoq,Acc3,Obesity/GLP-1R
Rhou,Acc3,Obesity/GLP-1R
Rhpn2,Acc3,Obesity/GLP-1R
Rictor,Acc3,Obesity/GLP-1R
Rif1,Acc3,Obesity/GLP-1R
Rimoc1,Acc3,Obesity/GLP-1R
Rims1,Acc3,Obesity/GLP-1R
Rin2,Acc3,Obesity/GLP-1R
Rin3,Acc3,Obesity/GLP-1R
Ring1,Acc3,Obesity/GLP-1R
Rit2,Acc3,Obesity/GLP-1R
Rlim,Acc3,Obesity/GLP-1R
Rmdn1,Acc3,Obesity/GLP-1R
Rmnd5a,Acc3,Obesity/GLP-1R
Rnaseh2c,Acc3,Obesity/GLP-1R
Rnd3,Acc3,Obesity/GLP-1R
Rnf11,Acc3,Obesity/GLP-1R
Rnf115,Acc3,Obesity/GLP-1R
Rnf13,Acc3,Obesity/GLP-1R
Rnf138,Acc3,Obesity/GLP-1R
Rnf139,Acc3,Obesity/GLP-1R
Rnf141,Acc3,Obesity/GLP-1R
Rnf144b,Acc3,Obesity/GLP-1R
Rnf150,Acc3,Obesity/GLP-1R
Rnf152,Acc3,Obesity/GLP-1R
Rnf157,Acc3,Obesity/GLP-1R
Rnf170,Acc3,Obesity/GLP-1R
Rnf2,Acc3,Obesity/GLP-1R
Rnf214,Acc3,Obesity/GLP-1R
Rnf25,Acc3,Obesity/GLP-1R
Rnf38,Acc3,Obesity/GLP-1R
Rnf43,Acc3,Obesity/GLP-1R
Rnft1,Acc3,Obesity/GLP-1R
Rngtt,Acc3,Obesity/GLP-1R
Rnpc3,Acc3,Obesity/GLP-1R
Rnpep,Acc3,Obesity/GLP-1R
Ro60,Acc3,Obesity/GLP-1R
Robo1,Acc3,Obesity/GLP-1R
Robo2,Acc3,Obesity/GLP-1R
Rock1,Acc3,Obesity/GLP-1R
Rock2,Acc3,Obesity/GLP-1R
Rorb,Acc3,Obesity/GLP-1R
Rp2,Acc3,Obesity/GLP-1R
Rp9,Acc3,Obesity/GLP-1R
Rpa3,Acc3,Obesity/GLP-1R
Rpain,Acc3,Obesity/GLP-1R
Rpe,Acc3,Obesity/GLP-1R
Rpgrip1l,Acc3,Obesity/GLP-1R
Rph3a,Acc3,Obesity/GLP-1R
Rpia,Acc3,Obesity/GLP-1R
Rpl11,Acc3,Obesity/GLP-1R
Rpl13,Acc3,Obesity/GLP-1R
Rpl14,Acc3,Obesity/GLP-1R
Rpl14-ps1,Acc3,Obesity/GLP-1R
Rpl17,Acc3,Obesity/GLP-1R
Rpl18a,Acc3,Obesity/GLP-1R
Rpl19,Acc3,Obesity/GLP-1R
Rpl21,Acc3,Obesity/GLP-1R
Rpl22l1,Acc3,Obesity/GLP-1R
Rpl23a,Acc3,Obesity/GLP-1R
Rpl26,Acc3,Obesity/GLP-1R
Rpl27a,Acc3,Obesity/GLP-1R
Rpl28,Acc3,Obesity/GLP-1R
Rpl29,Acc3,Obesity/GLP-1R
Rpl30,Acc3,Obesity/GLP-1R
Rpl32,Acc3,Obesity/GLP-1R
Rpl34,Acc3,Obesity/GLP-1R
Rpl35,Acc3,Obesity/GLP-1R
Rpl35a,Acc3,Obesity/GLP-1R
Rpl36,Acc3,Obesity/GLP-1R
Rpl36al,Acc3,Obesity/GLP-1R
Rpl37,Acc3,Obesity/GLP-1R
Rpl37a,Acc3,Obesity/GLP-1R
Rpl38,Acc3,Obesity/GLP-1R
Rpl8,Acc3,Obesity/GLP-1R
Rpl9-ps6,Acc3,Obesity/GLP-1R
Rplp1,Acc3,Obesity/GLP-1R
Rplp2,Acc3,Obesity/GLP-1R
Rpp21,Acc3,Obesity/GLP-1R
Rpp25,Acc3,Obesity/GLP-1R
Rpp25l,Acc3,Obesity/GLP-1R
Rps10,Acc3,Obesity/GLP-1R
Rps11,Acc3,Obesity/GLP-1R
Rps12,Acc3,Obesity/GLP-1R
Rps14,Acc3,Obesity/GLP-1R
Rps16,Acc3,Obesity/GLP-1R
Rps17,Acc3,Obesity/GLP-1R
Rps18,Acc3,Obesity/GLP-1R
Rps19,Acc3,Obesity/GLP-1R
Rps19bp1,Acc3,Obesity/GLP-1R
Rps20,Acc3,Obesity/GLP-1R
Rps21,Acc3,Obesity/GLP-1R
Rps23,Acc3,Obesity/GLP-1R
Rps24,Acc3,Obesity/GLP-1R
Rps25,Acc3,Obesity/GLP-1R
Rps26,Acc3,Obesity/GLP-1R
Rps27a,Acc3,Obesity/GLP-1R
Rps27l,Acc3,Obesity/GLP-1R
Rps27rt,Acc3,Obesity/GLP-1R
Rps29,Acc3,Obesity/GLP-1R
Rps3a1,Acc3,Obesity/GLP-1R
Rps4l,Acc3,Obesity/GLP-1R
Rps6,Acc3,Obesity/GLP-1R
Rps6ka3,Acc3,Obesity/GLP-1R
Rps6ka5,Acc3,Obesity/GLP-1R
Rps6ka6,Acc3,Obesity/GLP-1R
Rps6kb1,Acc3,Obesity/GLP-1R
Rps6kb2,Acc3,Obesity/GLP-1R
Rps8,Acc3,Obesity/GLP-1R
Rps9,Acc3,Obesity/GLP-1R
Rpsa,Acc3,Obesity/GLP-1R
Rptor,Acc3,Obesity/GLP-1R
Rpusd2,Acc3,Obesity/GLP-1R
Rrm1,Acc3,Obesity/GLP-1R
Rrm2b,Acc3,Obesity/GLP-1R
Rrp1,Acc3,Obesity/GLP-1R
Rrp12,Acc3,Obesity/GLP-1R
Rrp7a,Acc3,Obesity/GLP-1R
Rsbn1l,Acc3,Obesity/GLP-1R
Rsl1,Acc3,Obesity/GLP-1R
Rsl24d1,Acc3,Obesity/GLP-1R
Rspo3,Acc3,Obesity/GLP-1R
Rsrp1,Acc3,Obesity/GLP-1R
Rtkn,Acc3,Obesity/GLP-1R
Rtkn2,Acc3,Obesity/GLP-1R
Rtn4,Acc3,Obesity/GLP-1R
Rufy2,Acc3,Obesity/GLP-1R
Rxfp1,Acc3,Obesity/GLP-1R
Ryr2,Acc3,Obesity/GLP-1R
