SYMBOL,ENTREZID,ENSEMBL,GENENAME
Dbf4,27214,ENSMUSG00000002297,DBF4 zinc finger
Daxx,13163,ENSMUSG00000002307,Fas death domain-associated protein
Cd320,54219,ENSMUSG00000002308,CD320 antigen
Ipo4,75751,ENSMUSG00000002319,importin 4
Tm9sf1,74140,ENSMUSG00000002320,transmembrane 9 superfamily member 1
Rec8,56739,ENSMUSG00000002324,REC8 meiotic recombination protein
Irf9,16391,ENSMUSG00000002325,interferon regulatory factor 9
Gmpr2,105446,ENSMUSG00000002326,guanosine monophosphate reductase 2
Mdp1,67881,ENSMUSG00000002329,magnesium-dependent phosphatase 1
Dhrs1,52585,ENSMUSG00000002332,dehydrogenase/reductase 1
Ncan,13004,ENSMUSG00000002341,neurocan
Tmem161a,234371,ENSMUSG00000002342,transmembrane protein 161A
Armc6,76813,ENSMUSG00000002343,armadillo repeat containing 6
Borcs8,72368,ENSMUSG00000002345,BLOC-1 related complex subunit 8
Slc25a42,73095,ENSMUSG00000002346,"solute carrier family 25, member 42"
Snx9,66616,ENSMUSG00000002365,sorting nexin 9
Ranbp3,71810,ENSMUSG00000002372,RAN binding protein 3
Ndufa11,69875,ENSMUSG00000002379,NADH:ubiquinone oxidoreductase subunit A11
Bmp8b,12164,ENSMUSG00000002384,bone morphogenetic protein 8b
Nr2f6,13864,ENSMUSG00000002393,"nuclear receptor subfamily 2, group F, member 6"
Use1,67023,ENSMUSG00000002395,unconventional SNARE in the ER 1 homolog (S. cerevisiae)
Ocel1,77090,ENSMUSG00000002396,occludin/ELL domain containing 1
Dyrk1b,13549,ENSMUSG00000002409,dual-specificity tyrosine phosphorylation regulated kinase 1b
Braf,109880,ENSMUSG00000002413,Braf transforming gene
Ndufb2,68198,ENSMUSG00000002416,NADH:ubiquinone oxidoreductase subunit B2
Hltf,20585,ENSMUSG00000002428,helicase-like transcription factor
Prpf6,68879,ENSMUSG00000002455,pre-mRNA splicing factor 6
Rgs19,56470,ENSMUSG00000002458,regulator of G-protein signaling 19
Rgs20,58175,ENSMUSG00000002459,regulator of G-protein signaling 20
Abhd3,106861,ENSMUSG00000002475,abhydrolase domain containing 3
Snrpd1,20641,ENSMUSG00000002477,small nuclear ribonucleoprotein D1
Tchp,77832,ENSMUSG00000002486,"trichoplein, keratin filament binding"
Tiam1,21844,ENSMUSG00000002489,T cell lymphoma invasion and metastasis 1
Tsc2,22084,ENSMUSG00000002496,TSC complex subunit 2
Rpl3l,66211,ENSMUSG00000002500,ribosomal protein L3-like
Slc9a3r2,NA,NA,NA
Puf60,67959,ENSMUSG00000002524,poly-U binding splicing factor 60
Golga2,99412,ENSMUSG00000002546,golgin A2
Uck1,22245,ENSMUSG00000002550,uridine-cytidine kinase 1
Scin,20259,ENSMUSG00000002565,scinderin
Ikzf4,22781,ENSMUSG00000002578,IKAROS family zinc finger 4
Mien1,103742,ENSMUSG00000002580,migration and invasion enhancer 1
Pon1,18979,ENSMUSG00000002588,paraoxonase 1
Axl,26362,ENSMUSG00000002602,AXL receptor tyrosine kinase
Tgfb1,21803,ENSMUSG00000002603,"transforming growth factor, beta 1"
Ccdc97,52132,ENSMUSG00000002608,coiled-coil domain containing 97
Zfp40,22700,ENSMUSG00000002617,zinc finger protein 40
Akap8l,54194,ENSMUSG00000002625,A kinase anchor protein 8-like
Shh,20423,ENSMUSG00000002633,sonic hedgehog
Pdcd2l,68079,ENSMUSG00000002635,programmed cell death 2-like
Gtf2f1,98053,ENSMUSG00000002658,"general transcription factor IIF, polypeptide 1"
Clpp,53895,ENSMUSG00000002660,caseinolytic mitochondrial matrix peptidase proteolytic subunit
Alkbh7,66400,ENSMUSG00000002661,alkB homolog 7
Pspn,19197,ENSMUSG00000002664,persephin
Dennd1c,70785,ENSMUSG00000002668,DENN domain containing 1C
Med6,69792,ENSMUSG00000002679,mediator complex subunit 6
Prkd1,18760,ENSMUSG00000002688,protein kinase D1
Lcp2,16822,ENSMUSG00000002699,lymphocyte cytosolic protein 2
Cse1l,110750,ENSMUSG00000002718,chromosome segregation 1 like
Naa20,67877,ENSMUSG00000002728,"N(alpha)-acetyltransferase 20, NatB catalytic subunit"
Prkra,23992,ENSMUSG00000002731,"protein kinase, interferon inducible double stranded RNA dependent activator"
Fkbp7,14231,ENSMUSG00000002732,FK506 binding protein 7
Plekha3,83435,ENSMUSG00000002733,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3"
Ykt6,56418,ENSMUSG00000002741,YKT6 v-SNARE homolog (S. cerevisiae)
Baz1b,22385,ENSMUSG00000002748,"bromodomain adjacent to zinc finger domain, 1B"
Pex6,224824,ENSMUSG00000002763,peroxisomal biogenesis factor 6
Mrpl2,27398,ENSMUSG00000002767,mitochondrial ribosomal protein L2
Mea1,17256,ENSMUSG00000002768,male enhanced antigen 1
Gnmt,14711,ENSMUSG00000002769,glycine N-methyltransferase
Grin2d,14814,ENSMUSG00000002771,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
Kdelr1,68137,ENSMUSG00000002778,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
Tmem143,70209,ENSMUSG00000002781,transmembrane protein 143
Pdxk-ps,435518,ENSMUSG00000121449,"pyridoxal (pyridoxine, vitamin B6) kinase, pseudogene"
Ggct,110175,ENSMUSG00000002797,gamma-glutamyl cyclotransferase
Jag2,16450,ENSMUSG00000002799,jagged 2
Btbd6,399566,ENSMUSG00000002803,BTB domain containing 6
Nudt14,66174,ENSMUSG00000002804,nudix hydrolase 14
Epdr1,105298,ENSMUSG00000002808,ependymin related 1
Flii,14248,ENSMUSG00000002812,flightless I actin binding protein
Top3a,21975,ENSMUSG00000002814,topoisomerase (DNA) III alpha
Atg4d,235040,ENSMUSG00000002820,"autophagy related 4D, cysteine peptidase"
Qtrt1,60507,ENSMUSG00000002825,queuine tRNA-ribosyltransferase catalytic subunit 1
Plin4,57435,ENSMUSG00000002831,perilipin 4
Hdgfl2,15193,ENSMUSG00000002833,HDGF like 2
Chaf1a,27221,ENSMUSG00000002835,"chromatin assembly factor 1, subunit A"
Adprh,11544,ENSMUSG00000002844,ADP-ribosylarginine hydrolase
Tmem39a,67846,ENSMUSG00000002845,transmembrane protein 39a
Timmdc1,76916,ENSMUSG00000002846,translocase of inner mitochondrial membrane domain containing 1
Pla1a,85031,ENSMUSG00000002847,phospholipase A1 member A
Mcm2,17216,ENSMUSG00000002870,minichromosome maintenance complex component 2
Tpra1,24100,ENSMUSG00000002871,"transmembrane protein, adipocyte asscociated 1"
Nab1,17936,ENSMUSG00000002881,Ngfi-A binding protein 1
Adgre5,26364,ENSMUSG00000002885,adhesion G protein-coupled receptor E5
Il17ra,16172,ENSMUSG00000002897,interleukin 17 receptor A
Lamb1,16777,ENSMUSG00000002900,laminin B1
Kcnn1,84036,ENSMUSG00000002908,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1"
Arrdc2,70807,ENSMUSG00000002910,arrestin domain containing 2
Ppp1r17,19051,ENSMUSG00000002930,"protein phosphatase 1, regulatory subunit 17"
Cd36,12491,ENSMUSG00000002944,CD36 molecule
Map2k7,26400,ENSMUSG00000002948,mitogen-activated protein kinase kinase 7
Timm44,21856,ENSMUSG00000002949,translocase of inner mitochondrial membrane 44
Ap2a2,11772,ENSMUSG00000002957,"adaptor-related protein complex 2, alpha 2 subunit"
Pnkp,59047,ENSMUSG00000002963,polynucleotide kinase 3'- phosphatase
Med25,75613,ENSMUSG00000002968,mediator complex subunit 25
Bcam,57278,ENSMUSG00000002980,basal cell adhesion molecule
Clptm1,56457,ENSMUSG00000002981,cleft lip and palate associated transmembrane protein 1
Relb,19698,ENSMUSG00000002983,avian reticuloendotheliosis viral (v-rel) oncogene related B
Tomm40,53333,ENSMUSG00000002984,translocase of outer mitochondrial membrane 40
Apoe,11816,ENSMUSG00000002985,apolipoprotein E
Hbp1,73389,ENSMUSG00000002996,high mobility group box transcription factor 1
Prkar2b,19088,ENSMUSG00000002997,"protein kinase, cAMP dependent regulatory, type II beta"
Cdkn1b,12576,ENSMUSG00000003031,cyclin dependent kinase inhibitor 1B
Klf4,16600,ENSMUSG00000003032,Kruppel-like transcription factor 4 (gut)
Ap1m1,11767,ENSMUSG00000003033,"adaptor-related protein complex AP-1, mu subunit 1"
Rab8a,17274,ENSMUSG00000003037,"RAB8A, member RAS oncogene family"
Hmgn2,15331,ENSMUSG00000003038,high mobility group nucleosomal binding domain 2
Fam32a,67922,ENSMUSG00000003039,"family with sequence similarity 32, member A"
Elf3,13710,ENSMUSG00000003051,E74-like factor 3
Stard3nl,76205,ENSMUSG00000003062,STARD3 N-terminal like
Stk11,20869,ENSMUSG00000003068,serine/threonine kinase 11
Efna2,13637,ENSMUSG00000003070,ephrin A2
Atp5d,NA,NA,NA
Ppp5c,19060,ENSMUSG00000003099,"protein phosphatase 5, catalytic subunit"
Cdk12,69131,ENSMUSG00000003119,cyclin dependent kinase 12
Lipe,16890,ENSMUSG00000003123,"lipase, hormone sensitive"
Pafah1b2,18475,ENSMUSG00000003131,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
Tbc1d8,54610,ENSMUSG00000003134,"TBC1 domain family, member 8"
Cnot11,52846,ENSMUSG00000003135,"CCR4-NOT transcription complex, subunit 11"
Slc2a3,20527,ENSMUSG00000003153,"solute carrier family 2 (facilitated glucose transporter), member 3"
Foxj2,60611,ENSMUSG00000003154,forkhead box J2
Sri,109552,ENSMUSG00000003161,sorcin
Dgcr2,13356,ENSMUSG00000003166,DiGeorge syndrome critical region gene 2
Irf3,54131,ENSMUSG00000003184,interferon regulatory factor 3
Bcl2l12,75736,ENSMUSG00000003190,BCL2 like 12
Zfp959,224893,ENSMUSG00000003198,zinc finger protein 959
Mpnd,68047,ENSMUSG00000003199,MPN domain containing
Sh3gl1,20405,ENSMUSG00000003200,SH3-domain GRB2-like 1
Ebi3,50498,ENSMUSG00000003206,Epstein-Barr virus induced gene 3
Yju2,72886,ENSMUSG00000003208,YJU2 splicing factor
Ranbp2,19386,ENSMUSG00000003226,RAN binding protein 2
Edar,13608,ENSMUSG00000003227,ectodysplasin-A receptor
Grk5,14773,ENSMUSG00000003228,G protein-coupled receptor kinase 5
Dvl3,13544,ENSMUSG00000003233,dishevelled segment polarity protein 3
Abcf3,27406,ENSMUSG00000003234,"ATP-binding cassette, sub-family F member 3"
Eif2b5,224045,ENSMUSG00000003235,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
Cyth2,19158,ENSMUSG00000003269,cytohesin 2
Sult2b1,54200,ENSMUSG00000003271,"sulfotransferase family, cytosolic, 2B, member 1"
Car11,12348,ENSMUSG00000003273,carbonic anhydrase 11
Dlgap1,224997,ENSMUSG00000003279,DLG associated protein 1
Plag1,56711,ENSMUSG00000003282,pleiomorphic adenoma gene 1
Hck,15162,ENSMUSG00000003283,hemopoietic cell kinase
Mrpl4,66163,ENSMUSG00000003299,mitochondrial ribosomal protein L4
Keap1,50868,ENSMUSG00000003308,kelch-like ECH-associated protein 1
Ap1m2,11768,ENSMUSG00000003309,"adaptor protein complex AP-1, mu 2 subunit"
Glg1,20340,ENSMUSG00000003316,golgi apparatus protein 1
Atp8b3,67331,ENSMUSG00000003341,"ATPase, class I, type 8B, member 3"
Btbd2,208198,ENSMUSG00000003344,BTB domain containing 2
Csnk1g2,103236,ENSMUSG00000003345,"casein kinase 1, gamma 2"
Abhd17a,216169,ENSMUSG00000003346,abhydrolase domain containing 17A
Mob3a,208228,ENSMUSG00000003348,MOB kinase activator 3A
Cacnb3,12297,ENSMUSG00000003352,"calcium channel, voltage-dependent, beta 3 subunit"
Ccdc65,105833,ENSMUSG00000003354,coiled-coil domain containing 65
Fkbp11,66120,ENSMUSG00000003355,FK506 binding protein 11
Ddx23,74351,ENSMUSG00000003360,DEAD box helicase 23
Pld3,18807,ENSMUSG00000003363,phospholipase D family member 3
Grik5,14809,ENSMUSG00000003378,"glutamate receptor, ionotropic, kainate 5 (gamma 2)"
Cd79a,12518,ENSMUSG00000003379,CD79A antigen (immunoglobulin-associated alpha)
Rabac1,14470,ENSMUSG00000003380,Rab acceptor 1 (prenylated)
Etv3,27049,ENSMUSG00000003382,ets variant 3
Prkcsh,19089,ENSMUSG00000003402,protein kinase C substrate 80K-H
Elavl3,15571,ENSMUSG00000003410,ELAV like RNA binding protein 3
Rab3b,69908,ENSMUSG00000003411,"RAB3B, member RAS oncogene family"
St8sia6,241230,ENSMUSG00000003418,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
Fcgrt,14132,ENSMUSG00000003420,Fc fragment of IgG receptor and transporter
Nosip,66394,ENSMUSG00000003421,nitric oxide synthase interacting protein
Pih1d1,68845,ENSMUSG00000003423,PIH1 domain containing 1
Rps11,27207,ENSMUSG00000003429,ribosomal protein S11
Supt5,20924,ENSMUSG00000003435,"suppressor of Ty 5, DSIF elongation factor subunit"
Dll3,13389,ENSMUSG00000003436,delta like canonical Notch ligand 3
Paf1,54624,ENSMUSG00000003437,"Paf1, RNA polymerase II complex component"
Timm50,66525,ENSMUSG00000003438,translocase of inner mitochondrial membrane 50
Med29,67224,ENSMUSG00000003444,mediator complex subunit 29
Bicd1,12121,ENSMUSG00000003452,BICD cargo adaptor 1
Ncstn,59287,ENSMUSG00000003458,nicastrin
Pex19,19298,ENSMUSG00000003464,peroxisomal biogenesis factor 19
Phyhip,105653,ENSMUSG00000003469,phytanoyl-CoA hydroxylase interacting protein
Crhr2,12922,ENSMUSG00000003476,corticotropin releasing hormone receptor 2
Inmt,21743,ENSMUSG00000003477,indolethylamine N-methyltransferase
Cyp4f18,72054,ENSMUSG00000003484,"cytochrome P450, family 4, subfamily f, polypeptide 18"
Impdh1,23917,ENSMUSG00000003500,inosine monophosphate dehydrogenase 1
Dusp3,72349,ENSMUSG00000003518,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
Prodh,19125,ENSMUSG00000003526,proline dehydrogenase
Ess2,27886,ENSMUSG00000003527,ess-2 splicing factor
Slc25a1,13358,ENSMUSG00000003528,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
Dgcr6,13353,ENSMUSG00000003531,DiGeorge syndrome critical region gene 6
Ddr1,12305,ENSMUSG00000003534,"discoidin domain receptor family, member 1"
Ier3,15937,ENSMUSG00000003541,immediate early response 3
Fosb,14282,ENSMUSG00000003545,FBJ osteosarcoma oncogene B
Klc4,74764,ENSMUSG00000003546,kinesin light chain 4
Ercc1,13870,ENSMUSG00000003549,"excision repair cross-complementing rodent repair deficiency, complementation group 1"
Cyp17a1,13074,ENSMUSG00000003555,"cytochrome P450, family 17, subfamily a, polypeptide 1"
As3mt,57344,ENSMUSG00000003559,arsenite methyltransferase
Homer3,26558,ENSMUSG00000003573,homer scaffolding protein 3
Crtc1,382056,ENSMUSG00000003575,CREB regulated transcription coactivator 1
Rnf215,71673,ENSMUSG00000003581,ring finger protein 215
Sec14l2,67815,ENSMUSG00000003585,SEC14-like lipid binding 2
Aven,74268,ENSMUSG00000003604,"apoptosis, caspase activation inhibitor"
Cp,12870,ENSMUSG00000003617,ceruloplasmin
Crot,74114,ENSMUSG00000003623,carnitine O-octanoyltransferase
Rps6ka1,20111,ENSMUSG00000003644,ribosomal protein S6 kinase polypeptide 1
Calb2,12308,ENSMUSG00000003657,calbindin 2
Snrnp200,320632,ENSMUSG00000003660,small nuclear ribonucleoprotein 200 (U5)
Ciao1,26371,ENSMUSG00000003662,cytosolic iron-sulfur protein assembly 1
Has1,15116,ENSMUSG00000003665,hyaluronan synthase 1
Taf6l,225895,ENSMUSG00000003680,TATA-box binding protein associated factor 6 like
Insig2,72999,ENSMUSG00000003721,insulin induced gene 2
Kpna6,16650,ENSMUSG00000003731,karyopherin subunit alpha 6
Man1a,17155,ENSMUSG00000003746,"mannosidase 1, alpha"
Itpkc,233011,ENSMUSG00000003752,"inositol 1,4,5-trisphosphate 3-kinase C"
Coq8b,76889,ENSMUSG00000003762,coenzyme Q8B
Brd8,78656,ENSMUSG00000003778,bromodomain containing 8
Kif20a,19348,ENSMUSG00000003779,kinesin family member 20A
Farsa,66590,ENSMUSG00000003808,"phenylalanyl-tRNA synthetase, alpha subunit"
Gcdh,270076,ENSMUSG00000003809,glutaryl-Coenzyme A dehydrogenase
Mast2,17776,ENSMUSG00000003810,microtubule associated serine/threonine kinase 2
Dnase2a,13423,ENSMUSG00000003812,deoxyribonuclease II alpha
Rad23a,19358,ENSMUSG00000003813,"RAD23 homolog A, nucleotide excision repair protein"
Calr,12317,ENSMUSG00000003814,calreticulin
Syce2,71846,ENSMUSG00000003824,synaptonemal complex central element protein 2
Nfat5,54446,ENSMUSG00000003847,nuclear factor of activated T cells 5
Nob1,67619,ENSMUSG00000003848,NIN1/RPN12 binding protein 1 homolog
Nqo1,18104,ENSMUSG00000003849,"NAD(P)H dehydrogenase, quinone 1"
Ppfia3,76787,ENSMUSG00000003863,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
Gys1,14936,ENSMUSG00000003865,"glycogen synthase 1, muscle"
Ruvbl2,20174,ENSMUSG00000003868,RuvB-like AAA ATPase 2
Lin7b,22342,ENSMUSG00000003872,"lin-7 homolog B, crumbs cell polarity complex component"
Bax,12028,ENSMUSG00000003873,BCL2-associated X protein
Il7r,16197,ENSMUSG00000003882,interleukin 7 receptor
Tfam,21780,ENSMUSG00000003923,"transcription factor A, mitochondrial"
Zfp81,224694,ENSMUSG00000003929,zinc finger protein 81
Efnb3,13643,ENSMUSG00000003934,ephrin B3
Mmd,67468,ENSMUSG00000003948,monocyte to macrophage differentiation-associated
Hlf,217082,ENSMUSG00000003949,hepatic leukemia factor
Fam162a,70186,ENSMUSG00000003955,"family with sequence similarity 162, member A"
Rpl8,26961,ENSMUSG00000003970,ribosomal protein L8
Grm3,108069,ENSMUSG00000003974,"glutamate receptor, metabotropic 3"
Ssbp2,66970,ENSMUSG00000003992,single-stranded DNA binding protein 2
Fancl,67030,ENSMUSG00000004018,"Fanconi anemia, complementation group L"
Brinp2,240843,ENSMUSG00000004031,bone morphogenic protein/retinoic acid inducible neural-specific 2
Gstm5,14866,ENSMUSG00000004032,"glutathione S-transferase, mu 5"
Gstm7,68312,ENSMUSG00000004035,"glutathione S-transferase, mu 7"
Gstm3,14864,ENSMUSG00000004038,"glutathione S-transferase, mu 3"
Stat3,20848,ENSMUSG00000004040,signal transducer and activator of transcription 3
Stat5a,20850,ENSMUSG00000004043,signal transducer and activator of transcription 5A
Cavin1,19285,ENSMUSG00000004044,caveolae associated 1
Map3k11,26403,ENSMUSG00000004054,mitogen-activated protein kinase kinase kinase 11
Akt2,11652,ENSMUSG00000004056,thymoma viral proto-oncogene 2
Dnaja3,83945,ENSMUSG00000004069,DnaJ heat shock protein family (Hsp40) member A3
Hmox2,15369,ENSMUSG00000004070,heme oxygenase 2
Cdip1,66626,ENSMUSG00000004071,cell death inducing Trp53 target 1
Map3k20,65964,ENSMUSG00000004085,mitogen-activated protein kinase kinase kinase 20
Cwc15,66070,ENSMUSG00000004096,CWC15 spliceosome-associated protein
Col5a3,53867,ENSMUSG00000004098,"collagen, type V, alpha 3"
Dnmt1,13433,ENSMUSG00000004099,DNA methyltransferase 1
Ppan,235036,ENSMUSG00000004100,peter pan homolog
Angptl2,26360,ENSMUSG00000004105,angiopoietin-like 2
Cacna1e,12290,ENSMUSG00000004110,"calcium channel, voltage-dependent, R type, alpha 1E subunit"
Cacna1b,12287,ENSMUSG00000004113,"calcium channel, voltage-dependent, N type, alpha 1B subunit"
Trmt10a,108943,ENSMUSG00000004127,tRNA methyltransferase 10A
Etv1,14009,ENSMUSG00000004151,ets variant 1
Kifc2,16581,ENSMUSG00000004187,kinesin family member C2
Psap,19156,ENSMUSG00000004207,prosaposin
Ikbkg,16151,ENSMUSG00000004221,inhibitor of kappaB kinase gamma
Pax2,18504,ENSMUSG00000004231,paired box 2
Wars2,70560,ENSMUSG00000004233,tryptophanyl tRNA synthetase 2 (mitochondrial)
Atn1,13498,ENSMUSG00000004263,atrophin 1
Phb2,12034,ENSMUSG00000004264,prohibitin 2
Ptpn6,15170,ENSMUSG00000004266,"protein tyrosine phosphatase, non-receptor type 6"
Eno2,13807,ENSMUSG00000004267,"enolase 2, gamma neuronal"
Emg1,14791,ENSMUSG00000004268,EMG1 N1-specific pseudouridine methyltransferase
Lpcat3,14792,ENSMUSG00000004270,lysophosphatidylcholine acyltransferase 3
Atp6v1f,66144,ENSMUSG00000004285,"ATPase, H+ transporting, lysosomal V1 subunit F"
Il12b,16160,ENSMUSG00000004296,interleukin 12b
Clcn5,12728,ENSMUSG00000004317,"chloride channel, voltage-sensitive 5"
Clcn3,12725,ENSMUSG00000004319,"chloride channel, voltage-sensitive 3"
Hif3a,53417,ENSMUSG00000004328,"hypoxia inducible factor 3, alpha subunit"
Gpx6,75512,ENSMUSG00000004341,glutathione peroxidase 6
Pde1c,18575,ENSMUSG00000004347,phosphodiesterase 1C
Utp20,70683,ENSMUSG00000004356,UTP20 small subunit processome component
Spic,20728,ENSMUSG00000004359,Spi-C transcription factor (Spi-1/PU.1 related)
9330159F19Rik,212448,ENSMUSG00000004360,RIKEN cDNA 9330159F19 gene
Cul3,26554,ENSMUSG00000004364,cullin 3
Sst,20604,ENSMUSG00000004366,somatostatin
Il11,16156,ENSMUSG00000004371,interleukin 11
Large1,16795,ENSMUSG00000004383,LARGE xylosyl- and glucuronyltransferase 1
Ddx56,52513,ENSMUSG00000004393,DEAD box helicase 56
Tmed4,103694,ENSMUSG00000004394,transmembrane p24 trafficking protein 4
Col26a1,140709,ENSMUSG00000004415,"collagen, type XXVI, alpha 1"
Bid,12122,ENSMUSG00000004446,BH3 interacting domain death agonist
Ralb,64143,ENSMUSG00000004451,v-ral simian leukemia viral oncogene B
Ppp1cc,19047,ENSMUSG00000004455,protein phosphatase 1 catalytic subunit gamma
Dnajb11,67838,ENSMUSG00000004460,DnaJ heat shock protein family (Hsp40) member B11
Tbccd1,70573,ENSMUSG00000004462,TBCC domain containing 1
Clec11a,20256,ENSMUSG00000004473,"C-type lectin domain family 11, member a"
Zfp324,243834,ENSMUSG00000004500,zinc finger protein 324
Gab2,14389,ENSMUSG00000004508,growth factor receptor bound protein 2-associated protein 2
Coro1c,23790,ENSMUSG00000004530,"coronin, actin binding protein 1C"
Tax1bp1,52440,ENSMUSG00000004535,Tax1 (human T cell leukemia virus type I) binding protein 1
Psg17,26437,ENSMUSG00000004540,pregnancy specific beta-1-glycoprotein 17
Psg19,26439,ENSMUSG00000004542,pregnancy specific beta-1-glycoprotein 19
