SYMBOL,ENTREZID,ENSEMBL,GENENAME
Dgat2l6,668257,ENSMUSG00000067597,diacylglycerol O-acyltransferase 2-like 6
Nms,433292,ENSMUSG00000067604,neuromedin S
Krt83,100126226,ENSMUSG00000067613,keratin 83
Krt86,16679,ENSMUSG00000067614,keratin 86
Krt81,64818,ENSMUSG00000067615,keratin 81
Klk11,56538,ENSMUSG00000067616,kallikrein related-peptidase 11
Syngap1,240057,ENSMUSG00000067629,synaptic Ras GTPase activating protein 1 homolog (rat)
Ankrd23,78321,ENSMUSG00000067653,ankyrin repeat domain 23
Slc22a27,171405,ENSMUSG00000067656,"solute carrier family 22, member 27"
Gm10220,434689,ENSMUSG00000067698,predicted gene 10220
Gm5862,545739,ENSMUSG00000067700,predicted gene 5862
Tuba3a,22144,ENSMUSG00000067702,"tubulin, alpha 3A"
Prkag1,19082,ENSMUSG00000067713,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
Lpar5,381810,ENSMUSG00000067714,lysophosphatidic acid receptor 5
BC003965,NA,NA,NA
Gbx1,231044,ENSMUSG00000067724,gastrulation brain homeobox 1
Gm10222,100142658,ENSMUSG00000067736,predicted gene 10222
Khdc1a,368204,ENSMUSG00000067750,KH domain containing 1A
Xlr4b,27083,ENSMUSG00000067768,X-linked lymphocyte-regulated 4B
Gm14685,NA,NA,NA
Pi15,94227,ENSMUSG00000067780,peptidase inhibitor 15
Nnat,18111,ENSMUSG00000067786,neuronatin
Blcap,53619,ENSMUSG00000067787,bladder cancer associated protein
4930444P10Rik,75799,ENSMUSG00000067795,RIKEN cDNA 4930444P10 gene
Myl9,98932,ENSMUSG00000067818,"myosin, light polypeptide 9, regulatory"
Pex26,74043,ENSMUSG00000067825,peroxisomal biogenesis factor 26
Romo1,67067,ENSMUSG00000067847,reactive oxygen species modulator 1
Arfgef1,211673,ENSMUSG00000067851,ARF guanine nucleotide exchange factor 1
Zic3,22773,ENSMUSG00000067860,zinc finger protein of the cerebellum 3
Ccdc87,399599,ENSMUSG00000067872,coiled-coil domain containing 87
Htatsf1,72459,ENSMUSG00000067873,HIV TAT specific factor 1
Map7d3,320923,ENSMUSG00000067878,MAP7 domain containing 3
Vxn,76982,ENSMUSG00000067879,vexin
Casp16,381070,ENSMUSG00000067882,"caspase 16, apoptosis-related cysteine peptidase"
Sptbn2,20743,ENSMUSG00000067889,"spectrin beta, non-erythrocytic 2"
Zfp991,666532,ENSMUSG00000067916,zinc finger protein 991
Rex2,100043034,ENSMUSG00000067919,reduced expression 2
Rtl8b,553127,ENSMUSG00000067924,retrotransposon Gag like 8B
Rtl8a,66158,ENSMUSG00000067925,retrotransposon Gag like 8A
Zfp760,240034,ENSMUSG00000067928,zinc finger protein 760
Zfp948,381066,ENSMUSG00000067931,zinc finger protein 948
Zfp160,224585,ENSMUSG00000067942,zinc finger protein 160
Gtf2f2,68705,ENSMUSG00000067995,"general transcription factor IIF, polypeptide 2"
Bpifb9b,433492,ENSMUSG00000067996,"BPI fold containing family B, member 9B"
Bpifb9a,71425,ENSMUSG00000067998,"BPI fold containing family B, member 9A"
Bpifb6,228796,ENSMUSG00000068009,"BPI fold containing family B, member 6"
Mkrn2os,70291,ENSMUSG00000068011,"makorin, ring finger protein 2, opposite strand"
Gm14648,676253,ENSMUSG00000068014,ribosomal protein L21 pseudogene
Lrch1,380916,ENSMUSG00000068015,leucine-rich repeats and calponin homology (CH) domain containing 1
Afdn,17356,ENSMUSG00000068036,"afadin, adherens junction formation factor"
Mas1,17171,ENSMUSG00000068037,MAS1 oncogene
Tcp1,21454,ENSMUSG00000068039,t-complex protein 1
Tm9sf4,99237,ENSMUSG00000068040,transmembrane 9 superfamily member 4
Gm14164,791417,ENSMUSG00000068062,predicted gene 14164
Tcf15,21407,ENSMUSG00000068079,transcription factor 15
Cyp2d40,71754,ENSMUSG00000068083,"cytochrome P450, family 2, subfamily d, polypeptide 40"
Cyp2d11,545123,ENSMUSG00000068085,"cytochrome P450, family 2, subfamily d, polypeptide 11"
Cyp2d9,13105,ENSMUSG00000068086,"cytochrome P450, family 2, subfamily d, polypeptide 9"
1500009C09Rik,NA,NA,NA
Cenpm,66570,ENSMUSG00000068101,centromere protein M
Tnfrsf13c,72049,ENSMUSG00000068105,"tumor necrosis factor receptor superfamily, member 13c"
Tesl1,236749,ENSMUSG00000068113,testin LIM domain protein like 1
Ccdc134,76457,ENSMUSG00000068114,coiled-coil domain containing 134
Ninl,78177,ENSMUSG00000068115,ninein-like
Mei1,74369,ENSMUSG00000068117,meiotic double-stranded break formation protein 1
Agtr2,11609,ENSMUSG00000068122,"angiotensin II receptor, type 2"
Cst7,13011,ENSMUSG00000068129,cystatin F (leukocystatin)
Zfp442,668923,ENSMUSG00000068130,zinc finger protein 442
Zfp120,104348,ENSMUSG00000068134,zinc finger protein 120
Gm10232,100040029,ENSMUSG00000068141,predicted pseudogene 10232
Insm1,53626,ENSMUSG00000068154,insulinoma-associated 1
Csnka2ip,NA,NA,NA
Ndufaf2,75597,ENSMUSG00000068184,NADH:ubiquinone oxidoreductase complex assembly factor 2
Col8a1,12837,ENSMUSG00000068196,"collagen, type VIII, alpha 1"
Macrod2,72899,ENSMUSG00000068205,mono-ADP ribosylhydrolase 2
Pick1,18693,ENSMUSG00000068206,protein interacting with C kinase 1
Ssxb9,387131,ENSMUSG00000068218,SSX member B9
Ssxb10,385312,ENSMUSG00000068219,SSX member B10
Lgals1,16852,ENSMUSG00000068220,"lectin, galactose binding, soluble 1"
Il2rb,16185,ENSMUSG00000068227,"interleukin 2 receptor, beta chain"
Vmn1r43,113847,ENSMUSG00000068231,vomeronasal 1 receptor 43
Gm11808,NA,NA,NA
Phf11d,219132,ENSMUSG00000068245,PHD finger protein 11D
Apol9b,71898,ENSMUSG00000068246,apolipoprotein L 9b
Amn1,232566,ENSMUSG00000068250,antagonist of mitotic exit network 1
Apol7b,278679,ENSMUSG00000068252,apolipoprotein L 7b
Olfr461,NA,NA,NA
Efcc1,58229,ENSMUSG00000068263,EF hand and coiled-coil domain containing 1
Ap5s1,69596,ENSMUSG00000068264,"adaptor-related protein 5 complex, sigma 1 subunit"
Cenpb,12616,ENSMUSG00000068267,centromere protein B
Shroom4,208431,ENSMUSG00000068270,shroom family member 4
Usf3,207806,ENSMUSG00000068284,upstream transcription factor family member 3
Cma2,545055,ENSMUSG00000068289,"chymase 2, mast cell"
Ddrgk1,77006,ENSMUSG00000068290,DDRGK domain containing 1
Nat8f4,75541,ENSMUSG00000068299,N-acetyltransferase 8 (GCN5-related) family member 4
Slc4a5,232156,ENSMUSG00000068323,"solute carrier family 4, sodium bicarbonate cotransporter, member 5"
Aup1,11993,ENSMUSG00000068328,ancient ubiquitous protein 1
Htra2,64704,ENSMUSG00000068329,HtrA serine peptidase 2
Dok1,13448,ENSMUSG00000068335,docking protein 1
D430041D05Rik,241589,ENSMUSG00000068373,RIKEN cDNA D430041D05 gene
Chrac1,93696,ENSMUSG00000068391,chromatin accessibility complex 1
Rnase13,497071,ENSMUSG00000068392,"ribonuclease, RNase A family, 13 (non-active)"
Cep152,99100,ENSMUSG00000068394,centrosomal protein 152
Rpl34-ps1,619547,ENSMUSG00000068396,"ribosomal protein L34, pseudogene 1"
Gm10240,100503563,ENSMUSG00000068397,ribosomal protein L21 pseudogene
Pnp2,667034,ENSMUSG00000068417,purine-nucleoside phosphorylase 2
Gmnc,239789,ENSMUSG00000068428,geminin coiled-coil domain containing
Duox2,214593,ENSMUSG00000068452,dual oxidase 2
Uty,22290,ENSMUSG00000068457,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
C730014E05Rik,105246089,ENSMUSG00000068463,RIKEN cDNA C730014E05 gene
Mfap1a,67532,ENSMUSG00000068479,microfibrillar-associated protein 1A
Aard,239435,ENSMUSG00000068522,alanine and arginine rich domain containing protein
Gng5,14707,ENSMUSG00000068523,G protein subunit gamma 5
Zfp467,68910,ENSMUSG00000068551,zinc finger protein 467
Myadm,50918,ENSMUSG00000068566,myeloid-associated differentiation marker
Rpl7a-ps3,268795,ENSMUSG00000068579,"ribosomal protein L7A, pseudogene 3"
Zfyve19,72008,ENSMUSG00000068580,"zinc finger, FYVE domain containing 19"
Mgam,232714,ENSMUSG00000068587,maltase-glucoamylase
Gm10244,621427,ENSMUSG00000068601,predicted gene 10244
Gm8225,666668,ENSMUSG00000068604,ribosomal protein S2 pseudogene
Gm4841,225594,ENSMUSG00000068606,predicted gene 4841
Actc1,11464,ENSMUSG00000068614,"actin, alpha, cardiac muscle 1"
Gjd2,14617,ENSMUSG00000068615,"gap junction protein, delta 2"
Efcab1,NA,NA,NA
Clec16a,74374,ENSMUSG00000068663,"C-type lectin domain family 16, member A"
Gm10248,791307,ENSMUSG00000068680,predicted gene 10248
Cd59b,333883,ENSMUSG00000068686,CD59b antigen
Rps19-ps9,665416,NA,"ribosomal protein S19, pseudogene 9"
Gpr88,64378,ENSMUSG00000068696,G-protein coupled receptor 88
Myoz1,59011,ENSMUSG00000068697,myozenin 1
Flnc,68794,ENSMUSG00000068699,"filamin C, gamma"
Gm10250,100039281,ENSMUSG00000068706,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d pseudogene"
Tmem167b,67495,ENSMUSG00000068732,transmembrane protein 167B
Trp53i11,277414,ENSMUSG00000068735,transformation related protein 53 inducible protein 11
Sars,NA,NA,NA
Celsr2,53883,ENSMUSG00000068740,"cadherin, EGF LAG seven-pass G-type receptor 2"
Cry2,12953,ENSMUSG00000068742,cryptochrome circadian regulator 2
Psrc1,56742,ENSMUSG00000068744,proline/serine-rich coiled-coil 1
Sort1,20661,ENSMUSG00000068747,sortilin 1
Ptprz1,19283,ENSMUSG00000068748,"protein tyrosine phosphatase receptor type Z, polypeptide 1"
Psma5,26442,ENSMUSG00000068749,proteasome subunit alpha 5
Il3ra,16188,ENSMUSG00000068758,"interleukin 3 receptor, alpha chain"
Gstm6,14867,ENSMUSG00000068762,"glutathione S-transferase, mu 6"
Col28a1,213945,ENSMUSG00000068794,"collagen, type XXVIII, alpha 1"
Rap1a,109905,ENSMUSG00000068798,RAS-related protein 1a
Csde1,229663,ENSMUSG00000068823,"cold shock domain containing E1, RNA binding"
H2bc21,319190,ENSMUSG00000068854,H2B clustered histone 21
H2ac20,319176,ENSMUSG00000068855,H2A clustered histone 20
Sf3b4,107701,ENSMUSG00000068856,"splicing factor 3b, subunit 4"
Sp9,381373,ENSMUSG00000068859,trans-acting transcription factor 9
Gm128,229588,ENSMUSG00000068860,predicted gene 128
Selenbp1,20341,ENSMUSG00000068874,selenium binding protein 1
Cgn,70737,ENSMUSG00000068876,cingulin
Selenbp2,20342,ENSMUSG00000068877,selenium binding protein 2
Ssb,20823,ENSMUSG00000068882,small RNA binding exonuclease protection factor La
Clk2,12748,ENSMUSG00000068917,CDC-like kinase 2
Dap3,65111,ENSMUSG00000068921,death associated protein 3
Msto1,229524,ENSMUSG00000068922,"misato 1, mitochondrial distribution and morphology regulator"
Syt11,229521,ENSMUSG00000068923,synaptotagmin XI
Olfr366,NA,NA,NA
Olfr338,NA,NA,NA
Zfp619,70227,ENSMUSG00000068959,zinc finger protein 619
Zfp114,232966,ENSMUSG00000068962,zinc finger protein 114
Zbtb34,241311,ENSMUSG00000068966,zinc finger and BTB domain containing 34
Rpl32-ps,NA,NA,NA
Vmn2r5,667060,ENSMUSG00000068999,"vomeronasal 2, receptor 5"
Gm5641,434807,ENSMUSG00000121776,heterogeneous nuclear ribonucleoprotein A3 pseudogene
Urm1,68205,ENSMUSG00000069020,ubiquitin related modifier 1
Slc25a31,73333,ENSMUSG00000069041,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"
Usp9y,107868,ENSMUSG00000069044,"ubiquitin specific peptidase 9, Y chromosome"
Ddx3y,26900,ENSMUSG00000069045,"DEAD box helicase 3, Y-linked"
Eif2s3y,26908,ENSMUSG00000069049,"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
Uba1y,22202,ENSMUSG00000069053,"ubiquitin-activating enzyme, Chr Y"
Slc7a14,241919,ENSMUSG00000069072,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14"
Gm10259,100039592,ENSMUSG00000069083,karyopherin (importin) alpha 2 pseudogene
Dytn,241073,ENSMUSG00000069085,dystrotelin
Cdk7,12572,ENSMUSG00000069089,cyclin dependent kinase 7
Pde7a,18583,ENSMUSG00000069094,phosphodiesterase 7A
Zbtb10,229055,ENSMUSG00000069114,zinc finger and BTB domain containing 10
Nxph2,18232,ENSMUSG00000069132,neurexophilin 2
Cep43,75296,ENSMUSG00000069135,centrosomal protein 43
Adgrv1,110789,ENSMUSG00000069170,adhesion G protein-coupled receptor V1
Nr2f1,13865,ENSMUSG00000069171,"nuclear receptor subfamily 2, group F, member 1"
Zfp72,238722,ENSMUSG00000069184,zinc finger protein 72
Zfp874a,238692,ENSMUSG00000069206,zinc finger protein 874a
Zfp825,235956,ENSMUSG00000069208,zinc finger protein 825
4930451E10Rik,78111,ENSMUSG00000069223,RIKEN cDNA 4930451E10 gene
Gprin1,26913,ENSMUSG00000069227,G protein-regulated inducer of neurite outgrowth 1
Gm7251,638833,ENSMUSG00000069236,glyceraldehyde-3-phosphate dehydrogenase pseudogene
Fam8a1,97863,ENSMUSG00000069237,"family with sequence similarity 8, member A1"
Serpinb6e,435350,ENSMUSG00000069248,"serine (or cysteine) peptidase inhibitor, clade B, member 6e"
Dusp22,105352,ENSMUSG00000069255,dual specificity phosphatase 22
H3c1,360198,ENSMUSG00000069265,H3 clustered histone 1
H4c2,326620,ENSMUSG00000069266,H4 clustered histone 2
H3c2,319150,ENSMUSG00000069267,H3 clustered histone 2
H2bc7,319180,ENSMUSG00000069268,H2B clustered histone 7
H2ac6,319164,ENSMUSG00000069270,H2A clustered histone 6
H2ac8,319166,ENSMUSG00000069272,H2A clustered histone 8
H3c6,319151,ENSMUSG00000069273,H3 clustered histone 6
H4c6,319157,ENSMUSG00000069274,H4 clustered histone 6
Vmn1r203,171270,ENSMUSG00000069289,vomeronasal 1 receptor 203
Vmn1r197,171278,ENSMUSG00000069294,vomeronasal 1 receptor 197
H2bc11,319183,ENSMUSG00000069300,H2B clustered histone 11
H2ac11,319167,ENSMUSG00000069301,H2A clustered histone 11
H2ac12,319168,ENSMUSG00000069302,H2A clustered histone 12
H2bc24,665622,ENSMUSG00000069303,H2B clustered histone 24
H4c18,319161,ENSMUSG00000069305,H4 clustered histone 18
H4c17,100041230,ENSMUSG00000069306,H4 clustered histone 17
H2bc23,665596,ENSMUSG00000069307,H2B clustered histone 23
H2bc22,319188,ENSMUSG00000069308,H2B clustered histone 22
H2ac22,319170,ENSMUSG00000069309,H2A clustered histone 22
H3c3,319148,ENSMUSG00000069310,H3 clustered histone 3
Gm5096,NA,NA,NA
Ctxn3,629147,ENSMUSG00000069372,cortexin 3
Gm5507,433184,ENSMUSG00000069376,glyceraldehyde-3-phosphate dehydrogenase pseudogene
Prdm6,225518,ENSMUSG00000069378,PR domain containing 6
Gm4950,240289,ENSMUSG00000069379,"proteasome (prosome, macropain) subunit, beta type 3 pseudogene"
Dsg1a,13510,ENSMUSG00000069441,desmoglein 1 alpha
Rdh16,19683,ENSMUSG00000069456,retinol dehydrogenase 16
Epc2,227867,ENSMUSG00000069495,enhancer of polycomb homolog 2
Lyz1,17110,ENSMUSG00000069515,lysozyme 1
Lyz2,17105,ENSMUSG00000069516,lysozyme 2
Tmem19,67226,ENSMUSG00000069520,transmembrane protein 19
Scyl2,213326,ENSMUSG00000069539,SCY1-like 2 (S. cerevisiae)
Gm4925,237433,ENSMUSG00000121647,predicted gene 4925
Dazap1,70248,ENSMUSG00000069565,DAZ associated protein 1
Tspear,252974,ENSMUSG00000069581,thrombospondin type laminin G domain and EAR repeats
Gm11733,432615,ENSMUSG00000069588,predicted gene 11733
Ank3,11735,ENSMUSG00000069601,"ankyrin 3, epithelial"
Cd300ld3,382551,ENSMUSG00000069607,CD300 molecule like family member D3
Cd300ld4,100043123,ENSMUSG00000069609,CD300 molecule like family member D4
Strada,72149,ENSMUSG00000069631,STE20-related kinase adaptor alpha
Pex11g,69129,ENSMUSG00000069633,peroxisomal biogenesis factor 11 gamma
Marcks,17118,ENSMUSG00000069662,myristoylated alanine rich protein kinase C substrate
Nkain2,432450,ENSMUSG00000069670,Na+/K+ transporting ATPase interacting 2
Pcgf1,69837,ENSMUSG00000069678,polycomb group ring finger 1
Gm10275,19897,ENSMUSG00000121784,Rpl12 pseudogene
4930444G20Rik,NA,NA,NA
4930572O03Rik,NA,NA,NA
Zfp975,434179,ENSMUSG00000069727,zinc finger protein 975
Arid1b,239985,ENSMUSG00000069729,AT-rich interaction domain 1B
Ube2u,381534,ENSMUSG00000069733,ubiquitin-conjugating enzyme E2U (putative)
Zfp820,75424,ENSMUSG00000069743,zinc finger protein 820
Psmb3,26446,ENSMUSG00000069744,"proteasome (prosome, macropain) subunit, beta type 3"
Tmem100,67888,ENSMUSG00000069763,transmembrane protein 100
Msi2,76626,ENSMUSG00000069769,musashi RNA-binding protein 2
Wfdc17,100034251,ENSMUSG00000069792,WAP four-disulfide core domain 17
Slfn9,237886,ENSMUSG00000069793,schlafen 9
Gm10277,791303,ENSMUSG00000069804,predicted gene 10277
Fbp1,14121,ENSMUSG00000069805,fructose bisphosphatase 1
Cacng7,81904,ENSMUSG00000069806,"calcium channel, voltage-dependent, gamma subunit 7"
Tlcd3a,116972,ENSMUSG00000069808,TLC domain containing 3A
Ccdc92b,432582,ENSMUSG00000069814,coiled-coil domain containing 92B
Nlrp1a,195046,ENSMUSG00000069830,"NLR family, pyrin domain containing 1A"
Ahnak,66395,ENSMUSG00000069833,AHNAK nucleoprotein
Sat2,69215,ENSMUSG00000069835,spermidine/spermine N1-acetyl transferase 2
Sco1,52892,ENSMUSG00000069844,SCO1 cytochrome c oxidase assembly protein
Slc47a2,380701,ENSMUSG00000069855,"solute carrier family 47, member 2"
Pabpn1l,382035,ENSMUSG00000069867,poly(A)binding protein nuclear 1-like
Irgm2,54396,ENSMUSG00000069874,immunity-related GTPase family M member 2
9930111J21Rik2,245240,ENSMUSG00000069892,RIKEN cDNA 9930111J21 gene 2
9930111J21Rik1,667214,ENSMUSG00000069893,RIKEN cDNA 9930111J21 gene 1
Atxn1l,52335,ENSMUSG00000069895,ataxin 1-like
Gm12166,NA,NA,NA
Spdl1,70385,ENSMUSG00000069910,spindle apparatus coiled-coil protein 1
Insyn2b,574403,ENSMUSG00000069911,inhibitory synaptic factor family member 2B
Hba-a2,110257,ENSMUSG00000069917,"hemoglobin alpha, adult chain 2"
Hba-a1,15122,ENSMUSG00000069919,"hemoglobin alpha, adult chain 1"
B3gnt9,97440,ENSMUSG00000069920,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
Gm5356,384862,ENSMUSG00000069962,"proteasome (prosome, macropain) subunit, beta type 3 pseudogene"
Rps13-ps2,100039924,ENSMUSG00000069972,"ribosomal protein S13, pseudogene 2"
Gm8054,666340,ENSMUSG00000069986,Rpl21 pseudogene
Gm41341,105245971,ENSMUSG00000121839,"predicted gene, 41341"
Fcho1,74015,ENSMUSG00000070000,FCH domain only 1
Ell,13716,ENSMUSG00000070002,elongation factor RNA polymerase II
Ssbp4,76900,ENSMUSG00000070003,single stranded DNA binding protein 4
Gm10284,100040634,ENSMUSG00000070025,glyceraldehyde-3-phosphate dehydrogenase pseudogene
Sp140,434484,ENSMUSG00000070031,Sp140 nuclear body protein
Sp110,109032,ENSMUSG00000070034,Sp110 nuclear body protein
Fam149a,212326,ENSMUSG00000070044,"family with sequence similarity 149, member A"
Fat1,14107,ENSMUSG00000070047,FAT atypical cadherin 1
Mfhas1,52065,ENSMUSG00000070056,malignant fibrous histiocytoma amplified sequence 1
Mir491,735282,ENSMUSG00000070077,microRNA 491
Mir341,723846,ENSMUSG00000070101,microRNA 341
Gm22444,115486843,ENSMUSG00000070203,"predicted gene, 22444"
Slc22a14,382113,ENSMUSG00000070280,"solute carrier family 22 (organic cation transporter), member 14"
Ndufaf3,66706,ENSMUSG00000070283,NADH:ubiquinone oxidoreductase complex assembly factor 3
Gmppb,331026,ENSMUSG00000070284,GDP-mannose pyrophosphorylase B
Slc35g2,245020,ENSMUSG00000070287,"solute carrier family 35, member G2"
Ddx43,100048658,ENSMUSG00000070291,DEAD box helicase 43
Trcg1,541610,ENSMUSG00000070298,taste receptor cell gene 1
Scn2b,72821,ENSMUSG00000070304,"sodium channel, voltage-gated, type II, beta"
Mpzl3,319742,ENSMUSG00000070305,myelin protein zero-like 3
Ccdc153,270150,ENSMUSG00000070306,coiled-coil domain containing 153
4930581F22Rik,78934,ENSMUSG00000070315,RIKEN cDNA 4930581F22 gene
Eif3g,53356,ENSMUSG00000070319,"eukaryotic translation initiation factor 3, subunit G"
Rnf213,672511,ENSMUSG00000070327,ring finger protein 213
Tmem235,546519,ENSMUSG00000070330,transmembrane protein 235
Qrich2,217341,ENSMUSG00000070331,glutamine rich 2
Trim80,432613,ENSMUSG00000070332,tripartite motif-containing 80
Fbxo47,72973,ENSMUSG00000070336,F-box protein 47
Gpr179,217143,ENSMUSG00000070337,G protein-coupled receptor 179
Gm10288,100040540,ENSMUSG00000070343,ribosomal protein L11 pseudogene
Hsf5,327992,ENSMUSG00000070345,heat shock transcription factor family member 5
Ccnd1,12443,ENSMUSG00000070348,cyclin D1
Evi2,101488212,ENSMUSG00000093938,ecotropic viral integration site 2
Amy2a1,100043207,ENSMUSG00000096770,amylase 2a1
Plpp4,381925,ENSMUSG00000070366,phospholipid phosphatase 4
Prok1,246691,ENSMUSG00000070368,prokineticin 1
Itgad,381924,ENSMUSG00000070369,"integrin, alpha D"
Prss36,77613,ENSMUSG00000070371,serine protease 36
Capza1,12340,ENSMUSG00000070372,capping actin protein of muscle Z-line subunit alpha 1
Ampd1,229665,ENSMUSG00000070385,adenosine monophosphate deaminase 1
Nlrp1b,637515,ENSMUSG00000070390,"NLR family, pyrin domain containing 1B"
Tmem256,69186,ENSMUSG00000070394,transmembrane protein 256
Hs3st3b1,54710,ENSMUSG00000070407,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
Olfr2,NA,NA,NA
Cyp3a57,622127,ENSMUSG00000070419,"cytochrome P450, family 3, subfamily a, polypeptide 57"
Zscan25,666311,ENSMUSG00000070420,zinc finger and SCAN domain containing 25
Olfr658,NA,NA,NA
Olfr558,NA,NA,NA
Art5,11875,ENSMUSG00000070424,ADP-ribosyltransferase 5
Xntrpc,102443351,ENSMUSG00000070425,"Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough"
Rnf121,75212,ENSMUSG00000070426,ring finger protein 121
Il18bp,16068,ENSMUSG00000070427,interleukin 18 binding protein
Serpinh1,12406,ENSMUSG00000070436,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
