Category,ID,Term,Genes,adj_pval
BP,GO:1990264,Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity,PTPRT,0.0299270497028048
BP,GO:0060977,Coronary Vasculature Morphogenesis,VEGFA,0.0299270497028048
BP,GO:0007253,Cytoplasmic Sequestering Of NF-kappaB,NFKBIA,0.0299270497028048
BP,GO:0038089,Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway,VEGFA,0.0299270497028048
BP,GO:2000145,Regulation Of Cell Motility,"AKT1, FYN",0.0310117137406001
BP,GO:0006470,Protein Dephosphorylation,"PTPRT, PTPRD",0.0313334240950381
BP,GO:0009267,Cellular Response To Starvation,"CDKN1A, MAPK1",0.03165847851049
BP,GO:1902950,Regulation Of Dendritic Spine Maintenance,FYN,0.03165847851049
BP,GO:1903204,Negative Regulation Of Oxidative Stress-Induced Neuron Death,HIF1A,0.03165847851049
BP,GO:0072539,T-helper 17 Cell Differentiation,SOCS3,0.03165847851049
BP,GO:0090037,Positive Regulation Of Protein Kinase C Signaling,VEGFA,0.03165847851049
BP,GO:0043276,Anoikis,IKBKG,0.03165847851049
BP,GO:0060575,Intestinal Epithelial Cell Differentiation,IL6ST,0.03165847851049
BP,GO:0007595,Lactation,VEGFA,0.03165847851049
BP,GO:0097105,Presynaptic Membrane Assembly,PTPRD,0.03165847851049
BP,GO:0002821,Positive Regulation Of Adaptive Immune Response,IL6ST,0.03165847851049
BP,GO:0071679,Commissural Neuron Axon Guidance,VEGFA,0.03165847851049
BP,GO:1903589,Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis,VEGFA,0.03165847851049
BP,GO:0035767,Endothelial Cell Chemotaxis,VEGFA,0.03165847851049
BP,GO:0050731,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation,"IL6ST, VEGFA",0.031960240749848
BP,GO:0030855,Epithelial Cell Differentiation,"AKT1, VEGFA",0.0327508657852493
BP,GO:0050851,Antigen Receptor-Mediated Signaling Pathway,"FYN, IKBKG",0.0329964225033982
BP,GO:0071248,Cellular Response To Metal Ion,"MAPK1, AKT1",0.0329964225033982
BP,GO:0031327,Negative Regulation Of Cellular Biosynthetic Process,"CDKN1A, FYN",0.0329964225033982
BP,GO:0060193,Positive Regulation Of Lipase Activity,FGFR1,0.0329964225033982
BP,GO:1905953,Negative Regulation Of Lipid Localization,NFKBIA,0.0329964225033982
BP,GO:0002053,Positive Regulation Of Mesenchymal Cell Proliferation,STAT1,0.0329964225033982
BP,GO:0060333,Type II Interferon-Mediated Signaling Pathway,STAT1,0.0329964225033982
BP,GO:0042532,Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein,SOCS3,0.0329964225033982
BP,GO:0030949,Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway,HIF1A,0.0329964225033982
BP,GO:0097090,Presynaptic Membrane Organization,PTPRD,0.0329964225033982
BP,GO:0048593,Camera-Type Eye Morphogenesis,VEGFA,0.0329964225033982
BP,GO:0072202,Cell Differentiation Involved In Metanephros Development,STAT1,0.0329964225033982
BP,GO:0140052,Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus,AKT1,0.0329964225033982
BP,GO:2000048,Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin,VEGFA,0.0329964225033982
BP,GO:0051347,Positive Regulation Of Transferase Activity,"MAPK1, FGFR1",0.0347943767530761
BP,GO:0043401,Steroid Hormone Mediated Signaling Pathway,MAPK1,0.0347943767530761
BP,GO:0043129,Surfactant Homeostasis,VEGFA,0.0347943767530761
BP,GO:2000402,Negative Regulation Of Lymphocyte Migration,AKT1,0.0347943767530761
BP,GO:0002295,T-helper Cell Lineage Commitment,SOCS3,0.0347943767530761
BP,GO:0050930,Induction Of Positive Chemotaxis,VEGFA,0.0347943767530761
BP,GO:0060055,Angiogenesis Involved In Wound Healing,VEGFA,0.0347943767530761
BP,GO:0010517,Regulation Of Phospholipase Activity,FGFR1,0.0347943767530761
BP,GO:0072075,Metanephric Mesenchyme Development,STAT1,0.0347943767530761
