Category,ID,Term,Genes,adj_pval
BP,GO:0097746,Blood Vessel Diameter Maintenance,"ROCK1, ROCK2",0.005246161779526
BP,GO:0003180,Aortic Valve Morphogenesis,"ROCK1, ROCK2",0.0054796003278956
BP,GO:0060537,Muscle Tissue Development,"CAV1, ENG",0.0054796003278956
BP,GO:0018105,Peptidyl-Serine Phosphorylation,"ROCK1, ROCK2, MAPK1",0.0056983946364195
BP,GO:0071559,Response To Transforming Growth Factor Beta,"ROCK1, ROCK2",0.0057155462109553
BP,GO:0045428,Regulation Of Nitric Oxide Biosynthetic Process,"ROCK2, CAV1",0.0059538985601362
BP,GO:1905039,Carboxylic Acid Transmembrane Transport,"SLC7A5, SLC16A1",0.0059538985601362
BP,GO:0030336,Negative Regulation Of Cell Migration,"CLDN5, LRP1, ENG",0.0060979834105802
BP,GO:0003176,Aortic Valve Development,"ROCK1, ROCK2",0.0061945609007616
BP,GO:0018209,Peptidyl-Serine Modification,"ROCK1, ROCK2, MAPK1",0.0063573733404552
BP,GO:0043069,Negative Regulation Of Programmed Cell Death,"TJP1, TFRC, KDR, VEGFA",0.0069308519007117
BP,GO:1904645,Response To Amyloid-Beta,"LRP1, FYN",0.0069659752763009
BP,GO:0007612,Learning,"CLDN5, FYN",0.0069659752763009
BP,GO:0061157,mRNA Destabilization,"ROCK1, ROCK2",0.0069659752763009
BP,GO:0051240,Positive Regulation Of Multicellular Organismal Process,"LRP1, ROCK1, CAV1, VEGFA",0.0071870180105691
BP,GO:0050921,Positive Regulation Of Chemotaxis,"KDR, VEGFA",0.0072159098536501
BP,GO:0061014,Positive Regulation Of mRNA Catabolic Process,"ROCK1, ROCK2",0.0075064139001147
BP,GO:0042542,Response To Hydrogen Peroxide,"ADAM9, FYN",0.0078009355732692
BP,GO:0070830,Bicellular Tight Junction Assembly,"CLDN5, OCLN",0.0080580723450576
BP,GO:0061041,Regulation Of Wound Healing,"OCLN, CAV1",0.0080580723450576
BP,GO:0006897,Endocytosis,"LRP1, CAV1, MAPK1",0.0087048109964991
BP,GO:0042981,Regulation Of Apoptotic Process,"TJP1, TFRC, KDR, FYN, VEGFA",0.0089723265600766
BP,GO:0008015,Blood Circulation,"ROCK1, ROCK2",0.0089723265600766
BP,GO:0036211,Protein Modification Process,"ROCK1, ROCK2, MAPK1, ADAM10, FYN",0.0092205796212437
BP,GO:0007266,Rho Protein Signal Transduction,"ROCK1, ROCK2",0.0096001194595833
BP,GO:0046942,Carboxylic Acid Transport,"SLC7A5, SLC16A1",0.0099192903752594
BP,GO:0071702,Organic Substance Transport,"CAV1, AQP4, FYN",0.0100662338835347
BP,GO:0043297,Apical Junction Assembly,"CLDN5, OCLN",0.0100927327664053
BP,GO:0018212,Peptidyl-Tyrosine Modification,"KDR, FYN",0.0100927327664053
BP,GO:0002690,Positive Regulation Of Leukocyte Chemotaxis,"MAPK1, VEGFA",0.0100927327664053
BP,GO:0003007,Heart Morphogenesis,"VEGFA, ENG",0.011903957384233
BP,GO:0000281,Mitotic Cytokinesis,"ROCK1, ROCK2",0.011903957384233
BP,GO:0060393,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation,"LRP1, ENG",0.0126507701940264
BP,GO:0034330,Cell Junction Organization,"TJP1, OCLN",0.0129998447339413
BP,GO:0010038,Response To Metal Ion,"CAV1, HIF1A",0.0137715112759761
BP,GO:0030100,Regulation Of Endocytosis,"LRP1, ROCK1",0.0145603779123566
